mvir,x,y,z,rvir,rockstarid
158070000000,5.8275,93.6128,12.8124,110.017,12569249264
224310000000,6.12749,93.657,13.442,123.631,12569249272
100860000000,6.58003,92.5283,14.8019,94.716,12569265151
120430000000,7.4233,87.9949,15.1027,100.483,12569263127
103870000000,4.41605,87.5873,9.14458,95.649,12569264639
242370000000,7.25945,88.0484,0.21161,126.864,12569259193
144520000000,0.28169,92.158,7.24887,106.779,12569261616
1041700000000,2.2487,93.5681,6.97978,206.268,12569254020
174630000000,7.8646,92.195,3.63518,113.732,12569261058
222800000000,9.79615,93.4231,1.8843,123.353,12569259532
177640000000,11.2289,86.6283,12.535,114.382,12569259444
105380000000,13.9283,93.2027,13.5325,96.109,12569261841
790340000000,14.7888,93.2975,13.6582,188.127,12569255043
704530000000,17.4471,93.2026,15.2164,181.056,12569255511
140000000000,20.6782,93.1767,15.4358,105.655,12569262919
641300000000,20.2072,87.6752,15.2278,175.469,12569255228
341730000000,17.3456,88.4118,14.1215,142.257,12569257842
194200000000,19.1544,87.6685,14.9555,117.831,12569259528
989050000000,19.0456,86.8456,13.9292,202.731,12569254415
102370000000,18.1015,86.2471,11.0042,95.185,12569266004
100860000000,21.0457,87.473,10.6589,94.716,12569265349
977010000000,18.7758,92.5744,0.06925,201.904,12569251338
2625400000000,18.8388,91.9646,0.26734,280.702,12569251337
161080000000,18.55,92.7328,0.53417,110.711,12569260129
121940000000,22.7232,91.487,2.7278,100.9,12569263509
368830000000,22.0991,91.4033,1.99226,145.922,12569256146
219790000000,21.3208,91.1014,1.17147,122.795,12569252652
225810000000,21.4042,91.136,1.66375,123.907,12569252655
1458700000000,21.4402,91.132,1.62503,230.766,12569252656
389900000000,20.1992,91.5982,0.87118,148.65,12569253460
1547600000000,20.219,91.566,0.87341,235.358,12569253461
133980000000,23.3052,93.6384,4.70283,104.118,12569262350
859590000000,20.0398,89.7489,0.11202,193.468,12569249834
6938400000000,20.3173,89.4373,0.16616,388.09,12569249828
180650000000,21.5724,86.2009,0.71701,115.025,12569261141
1680000000000,20.8365,87.7184,0.66365,241.89,12569252775
340220000000,20.8797,87.5315,2.37257,142.047,12569257640
144520000000,19.6488,86.9506,3.33959,106.779,12569262978
1040200000000,17.9186,85.9477,3.47075,206.169,12569253611
233340000000,18.09,86.8847,2.46511,125.268,12569258284
1147100000000,17.7107,84.7399,3.96214,213.001,12569253973
248390000000,17.8102,84.6427,4.03562,127.906,12569253974
7646000000000,16.1553,82.062,0.61231,400.858,12569249882
124950000000,16.1577,82.1535,0.31835,101.724,12569249880
236350000000,16.625,82.5303,2.6005,125.805,12569259138
1059800000000,16.5242,82.3699,3.17214,207.454,12569254204
120430000000,15.893,81.6681,0.12185,100.483,12569249878
639800000000,16.0706,81.9604,0.53348,175.332,12569249881
109890000000,16.2925,81.8086,0.71769,97.463,12569249879
222800000000,17.993,80.71,2.85678,123.353,12569259017
114410000000,17.6098,81.2272,3.46297,98.78,12569262686
358290000000,16.1889,81.1174,4.06342,144.518,12569257350
1323300000000,19.8757,80.8514,0.41062,223.388,12569253590
132480000000,20.3473,78.6416,1.34683,103.727,12569256826
182150000000,20.4319,78.3219,1.16008,115.343,12569256824
168610000000,20.0076,84.9155,13.2416,112.41,12569258779
352270000000,20.4985,84.411,13.205,143.704,12569257760
645820000000,18.2003,84.9519,11.7483,175.88,12569255856
109890000000,18.5331,85.6823,12.5611,97.463,12569251911
489260000000,18.9819,84.2198,12.961,160.334,12569256423
653350000000,18.8347,85.4906,12.9383,176.561,12569251913
2789500000000,18.866,85.4567,12.8606,286.433,12569251912
170110000000,19.5158,85.3512,13.1369,112.743,12569260935
102370000000,19.2775,83.1118,13.6721,95.185,12569261975
144520000000,18.7839,83.6333,12.6282,106.779,12569262979
319150000000,17.8975,84.4005,9.879,139.052,12569257773
240870000000,17.3514,82.9437,8.19232,126.601,12569259364
133980000000,19.0524,79.8171,11.8278,104.118,12569262684
111400000000,20.2969,79.0007,12.4331,97.906,12569263950
469690000000,21.6217,81.6472,10.7551,158.167,12569256443
129470000000,26.0668,81.6066,13.0836,102.935,12569263850
108390000000,28.4395,83.6981,9.09852,97.016,12569263782
115920000000,28.0343,82.5031,13.617,99.211,12569264365
143010000000,29.9765,84.5548,1.56699,106.407,12569261506
135490000000,29.3442,85.0439,6.32632,104.507,12569257985
195700000000,29.4684,84.9103,6.35657,118.135,12569257984
737650000000,23.8276,93.503,3.31866,183.85,12569255242
106880000000,30.8204,88.4784,13.2754,96.564,12569264826
237850000000,24.496,89.4042,15.2456,126.071,12569259320
219790000000,23.9841,90.1316,14.7554,122.795,12569259639
112910000000,25.6271,91.9271,13.1774,98.345,12569263781
118930000000,30.4108,89.8548,16.0265,100.063,12569263187
159570000000,29.2983,92.6457,22.6514,110.365,12569251206
176130000000,27.4951,91.7878,20.608,114.058,12569251411
106880000000,27.3763,91.7809,20.4857,96.564,12569251410
4261800000000,28.9522,92.5329,22.8393,329.896,12569251209
254410000000,28.9708,92.2657,23.1266,128.932,12569251207
111400000000,28.6296,93.038,22.3503,97.906,12569251203
112910000000,28.9631,92.8905,21.7818,98.345,12569263636
100860000000,27.6586,93.6425,22.9072,94.716,12569262128
2818100000000,27.6279,93.4252,20.8554,287.408,12569250288
3119200000000,28.0792,93.2741,21.3467,297.299,12569250292
106880000000,28.1044,93.3437,21.109,96.564,12569250290
3923100000000,27.2573,91.8238,20.7421,320.914,12569251408
126450000000,26.1821,90.0487,20.0086,102.131,12569263840
102370000000,25.797,92.6779,19.3499,95.185,12569263305
132480000000,24.9278,92.6765,18.6814,103.727,12569262085
5633200000000,23.4645,90.3504,17.5311,362.047,12569251049
212260000000,24.9134,91.6585,18.6005,121.377,12569259496
123440000000,24.0329,88.4584,17.605,101.314,12569255954
194200000000,24.3207,87.9756,18.1094,117.831,12569256659
346240000000,25.1018,88.3928,16.2222,142.881,12569257372
332700000000,23.6567,88.4151,17.4004,140.992,12569255953
1580700000000,24.9009,86.3594,18.6899,237.025,12569252915
165600000000,24.9324,86.3014,18.9014,111.736,12569252913
654850000000,26.686,87.4229,19.0782,176.696,12569255099
124950000000,25.9086,87.5658,18.5312,101.724,12569263188
144520000000,26.515,87.659,16.8857,106.779,12569255393
511840000000,26.7075,87.6035,17.1283,162.763,12569255394
174630000000,28.3026,87.6068,20.2613,113.732,12569260150
155060000000,28.3266,87.323,22.5457,109.314,12569259564
617220000000,28.0049,87.2152,21.9179,173.244,12569255309
3891500000000,28.4569,88.8921,22.2514,320.05,12569250922
130970000000,28.5056,89.7676,22.1699,103.333,12569259901
108390000000,28.4403,89.7197,23.0446,97.016,12569264817
547970000000,30.8428,89.7241,19.566,166.506,12569256068
153550000000,31.0583,87.4225,18.8074,108.959,12569261610
1260000000000,29.1887,88.0434,17.7248,219.772,12569253198
364310000000,29.2017,87.9038,17.9324,145.323,12569253199
182150000000,29.0583,87.5481,18.7189,115.343,12569260751
665390000000,27.3501,86.5637,19.4003,177.639,12569254391
1939000000000,28.8536,80.09,22.9801,253.729,12569250224
112910000000,29.2506,80.9832,23.2528,98.345,12569257205
388400000000,28.1859,80.1592,21.5997,148.458,12569256862
5761200000000,28.1995,81.0845,21.6143,364.768,12569250662
173120000000,28.9114,78.6813,23.33,113.404,12569259598
218280000000,28.8036,79.5794,22.9467,122.514,12569250216
115920000000,29.1005,79.7908,22.8839,99.211,12569250217
472700000000,29.2345,79.4127,23.3655,158.504,12569250220
794860000000,29.2506,79.4126,23.3157,188.484,12569250222
173120000000,29.2523,79.6867,23.2129,113.404,12569250218
213770000000,28.0834,81.7755,21.4776,121.663,12569250663
102370000000,27.6009,84.138,20.6125,95.185,12569256439
323660000000,27.6559,84.1798,20.6246,139.704,12569256440
100860000000,26.2933,83.7944,22.3549,94.716,12569264927
103870000000,24.0388,84.5275,22.0924,95.649,12569263841
227320000000,23.7177,85.2031,22.0412,124.181,12569259566
162580000000,23.8487,83.9447,22.1904,111.055,12569261663
286030000000,24.7465,83.4149,19.5938,134.065,12569258372
150540000000,26.8925,84.751,19.8527,108.242,12569262839
133980000000,25.5656,82.7717,19.9322,104.118,12569257558
114410000000,25.6061,82.5815,20.0199,98.78,12569257557
255920000000,26.3542,81.6631,20.2171,129.185,12569259634
1135100000000,26.7369,78.5765,20.2664,212.253,12569249648
10753000000000,26.8064,78.7166,20.4476,449.115,12569249645
105380000000,25.8053,78.9029,19.5459,96.109,12569249634
313130000000,26.0089,78.9772,19.9218,138.171,12569249637
249900000000,26.8589,78.6654,20.6449,128.164,12569249646
105380000000,27.0211,78.8413,20.8244,96.109,12569249647
174630000000,24.0697,80.6684,18.8606,113.732,12569261190
308610000000,25.442,80.0544,17.1691,137.504,12569258241
862600000000,25.1258,80.6573,16.267,193.694,12569254859
216780000000,25.0941,84.2677,19.5111,122.232,12569256951
221300000000,16.1255,85.8816,21.3154,123.075,12569259638
566030000000,16.3818,81.5516,22.9853,168.316,12569255580
788830000000,19.8355,80.939,23.0629,188.007,12569254945
329680000000,19.6795,79.6729,23.1296,140.565,12569251182
5965900000000,19.692,79.52,23.0116,369.039,12569251181
147530000000,21.0822,79.2347,23.1395,107.516,12569262755
150540000000,21.612,83.8283,20.5682,108.242,12569262185
305600000000,21.2752,85.6223,22.4874,137.055,12569257900
153550000000,20.92,92.1753,21.585,108.959,12569261189
132480000000,21.4508,90.5349,16.4113,103.727,12569263578
195700000000,20.4687,93.3634,19.019,118.135,12569260709
331190000000,23.0409,86.866,18.42,140.779,12569258048
343230000000,22.6077,88.5613,16.8937,142.465,12569257491
314630000000,22.3662,88.9612,16.5648,138.393,12569257936
117420000000,21.3326,88.3041,15.8924,99.639,12569264829
487750000000,18.1242,92.9244,16.81,160.169,12569256422
207750000000,16.6842,93.2749,16.0515,120.51,12569260091
105380000000,16.5256,93.1192,16.8905,96.109,12569257581
368830000000,16.541,93.07,16.9183,145.922,12569257582
182150000000,17.2447,87.9868,21.0811,115.343,12569260019
466680000000,16.2307,89.7919,20.7078,157.828,12569256547
438070000000,16.2198,92.694,25.3526,154.536,12569256688
161080000000,19.9097,87.1378,23.7016,110.711,12569261089
103870000000,22.8161,78.8244,23.653,95.649,12569263306
413990000000,26.8777,85.8058,30.03,151.65,12569256754
215270000000,24.8169,80.5683,26.3067,121.948,12569259470
212260000000,24.482,78.6461,23.911,121.377,12569253828
557000000000,24.6569,78.3516,23.8644,167.416,12569253833
308610000000,25.8253,79.4203,25.1568,137.504,12569258312
307100000000,25.6125,78.6136,24.4578,137.28,12569250242
4338600000000,26.2103,78.4714,24.4653,331.865,12569250246
1603300000000,25.6749,78.521,24.3655,238.148,12569250243
138500000000,26.8268,78.6215,23.6118,105.275,12569262346
603670000000,26.3846,78.3231,24.5667,171.967,12569250247
3903500000000,29.1881,82.2836,23.5946,320.38,12569250803
135490000000,30.084,84.3329,24.1853,104.507,12569263116
638290000000,29.2972,82.3842,23.614,175.194,12569250804
340220000000,29.381,82.6712,23.6883,142.047,12569250809
343230000000,29.4045,82.3132,23.5734,142.465,12569250807
153550000000,29.4839,82.3623,23.6484,108.959,12569250805
186670000000,30.877,85.0515,26.0845,116.289,12569260487
1169700000000,28.354,79.8298,27.2694,214.39,12569249686
121940000000,28.7102,79.8137,26.2721,100.9,12569263637
197210000000,28.1585,78.6391,25.6681,118.437,12569260152
141510000000,27.4061,79.4352,25.5788,106.033,12569261662
438070000000,27.8308,79.6834,25.5011,154.536,12569254703
301080000000,28.0414,79.7537,25.3148,136.377,12569254702
3739400000000,29.2586,79.6281,23.4585,315.826,12569250223
258930000000,29.1331,78.2043,23.5086,129.69,12569258556
140000000000,28.9038,79.5266,25.0794,105.655,12569261971
161080000000,27.5979,80.7963,24.5321,110.711,12569258891
120430000000,27.6913,80.6167,24.5749,100.483,12569258892
135490000000,28.1484,80.2731,24.8756,104.507,12569261053
335710000000,29.1363,81.9906,23.5574,141.416,12569250806
328180000000,28.5083,80.9056,24.016,140.351,12569257542
218280000000,29.2374,80.8487,23.5893,122.514,12569257206
118930000000,28.3385,79.9058,27.4542,100.063,12569249685
8276700000000,28.3655,79.9302,27.6085,411.591,12569249688
102370000000,29.1284,79.0019,28.9319,95.185,12569263502
746680000000,28.4766,80.2626,28.5235,184.597,12569249697
165600000000,28.497,80.5638,28.9875,111.736,12569249698
289040000000,28.9828,80.3807,28.3603,134.534,12569249694
547970000000,28.3851,80.2402,28.2148,166.506,12569249693
644320000000,29.8565,79.285,30.6991,175.743,12569254102
182150000000,30.0714,79.3077,31.0064,115.343,12569254104
111400000000,30.2442,79.2305,30.6819,97.906,12569254103
346240000000,29.5126,81.6026,30.7409,142.881,12569257279
192690000000,29.6961,82.9054,30.3919,117.526,12569258555
174630000000,29.1127,82.4074,29.8961,113.732,12569260635
146020000000,30.6354,89.0794,30.2635,107.149,12569262399
451620000000,30.5565,87.6712,26.4206,156.113,12569256842
102370000000,30.7044,87.3326,26.6038,95.185,12569256792
401940000000,30.7463,87.2695,26.5966,150.165,12569256791
301080000000,29.8692,88.6967,25.566,136.377,12569257809
310110000000,30.6708,88.5278,26.5748,137.727,12569258389
161080000000,24.25,89.5466,30.1173,110.711,12569261392
451620000000,28.7095,93.7256,26.3691,156.113,12569256162
124950000000,29.1518,93.2061,25.7483,101.724,12569264029
910770000000,28.9968,90.6257,23.5202,197.234,12569251919
286030000000,29.1216,90.4959,23.5431,134.065,12569251920
2791000000000,29.1467,90.6612,23.5738,286.484,12569251922
127960000000,29.1468,90.6061,23.4748,102.535,12569251921
115920000000,29.3098,93.2732,25.0507,99.211,12569263304
108390000000,29.4139,92.1001,25.5327,97.016,12569264549
179140000000,27.9148,92.4857,31.8951,114.704,12569259015
146020000000,28.3715,91.3506,31.824,107.149,12569255840
585600000000,28.3824,91.389,31.8205,170.234,12569255839
1764300000000,28.7636,90.2077,32.0732,245.871,12569253037
121940000000,28.8962,90.7846,31.4176,100.9,12569261918
144520000000,28.4137,90.0793,32.5315,106.779,12569259633
614210000000,27.3641,86.3721,36.7613,172.962,12569252147
343230000000,27.4207,86.7574,36.8407,142.465,12569252149
1497900000000,27.424,86.7764,36.8907,232.812,12569252150
365810000000,27.9914,87.0687,36.7275,145.523,12569256152
570550000000,27.9237,88.0624,36.1323,168.763,12569256017
133980000000,28.5374,89.3358,36.1249,104.118,12569262911
106880000000,28.7543,88.7887,32.2016,96.564,12569265763
127960000000,30.0706,86.9174,31.9782,102.535,12569263180
204740000000,27.0455,87.6323,36.1084,119.925,12569257507
198710000000,27.2682,86.0504,36.5301,118.738,12569252146
147530000000,25.5481,86.0824,36.5436,107.516,12569262237
152050000000,24.3838,89.8759,36.4878,108.602,12569260441
230330000000,26.3999,92.6089,37.3195,124.727,12569254776
118930000000,26.5242,92.7309,37.1865,100.063,12569254777
237850000000,26.683,92.3065,37.317,126.071,12569254774
281510000000,26.3354,93.2611,38.3695,133.356,12569258398
1028200000000,23.6524,92.5217,35.5555,205.37,12569252899
112910000000,23.8018,92.6079,33.257,98.345,12569263635
703030000000,26.8363,93.6436,33.5526,180.927,12569254837
304090000000,26.3734,90.1183,34.4904,136.83,12569255236
155060000000,26.542,90.3677,34.7037,109.314,12569255239
1184800000000,27.0573,89.9695,33.3111,215.306,12569253904
2995800000000,26.5793,90.1498,32.2589,293.325,12569251680
508830000000,26.8668,90.1251,32.1946,162.444,12569251681
105380000000,26.8845,93.6205,33.1834,96.109,12569254836
770770000000,23.1801,92.2338,35.6702,186.561,12569252898
189680000000,18.9539,89.369,33.1088,116.911,12569261138
114410000000,28.7147,82.9593,38.4114,98.78,12569264773
124950000000,29.6996,82.1549,35.4821,101.724,12569260632
231830000000,29.3532,83.3606,35.1737,124.998,12569258922
1088400000000,27.4992,84.6216,35.9656,209.304,12569253621
165600000000,30.3538,85.0521,34.7917,111.736,12569260827
147530000000,30.8958,84.0953,31.4375,107.516,12569262129
124950000000,30.1739,83.8124,33.5931,101.724,12569263772
147530000000,28.109,83.2862,35.1231,107.516,12569261552
176130000000,28.6379,81.3518,33.2593,114.058,12569259270
1487300000000,28.593,80.4312,34.293,232.265,12569253338
249900000000,31.1375,81.5005,32.5519,128.164,12569258460
216780000000,30.9156,80.4615,32.3115,122.232,12569260151
555500000000,28.733,81.1471,31.3957,167.265,12569255631
186670000000,28.3287,79.0588,32.1902,116.289,12569260596
162580000000,30.6738,78.2325,33.6589,111.055,12569261504
374850000000,28.9919,81.1228,35.9036,146.711,12569254272
141510000000,29.0924,81.235,36.2597,106.033,12569254277
161080000000,29.2578,81.126,36.2757,110.711,12569254275
129470000000,28.6201,81.4844,38.9665,102.935,12569263025
769260000000,29.8056,81.6631,37.1629,186.439,12569254821
4373200000000,30.603,81.6986,38.2899,332.746,12569250849
103870000000,25.7493,78.8173,37.6804,95.649,12569264513
103870000000,26.933,81.4211,37.4966,95.649,12569263182
200220000000,24.3128,79.7783,39.1478,119.037,12569260622
129470000000,26.5587,79.8514,45.3001,102.935,12569263554
347750000000,23.8372,81.3284,45.3313,143.087,12569257623
937870000000,26.8749,81.8646,45.5251,199.171,12569254572
126450000000,26.4438,81.9458,45.9152,102.131,12569260541
447110000000,25.0612,82.5366,46.5569,155.59,12569256811
198710000000,25.5048,84.2497,46.2851,118.738,12569260697
995080000000,25.0941,84.0331,44.3576,203.141,12569254370
165600000000,23.8439,85.2418,43.0388,111.736,12569260912
105380000000,23.957,84.5602,43.337,96.109,12569252748
1932900000000,24.1824,84.2513,43.3458,253.466,12569252746
150540000000,24.5606,83.9292,43.7006,108.242,12569258948
313130000000,23.9111,82.069,44.5151,138.171,12569257996
289040000000,30.2998,84.2379,44.1756,134.534,12569254881
398930000000,30.2092,84.0416,43.9635,149.789,12569254878
136990000000,27.6118,84.0336,43.9566,104.893,12569262732
1046300000000,30.3005,83.5188,42.8099,206.566,12569253581
283020000000,31.174,82.1034,39.2116,133.593,12569258591
233340000000,18.8319,79.2194,45.9441,125.268,12569259482
325170000000,18.7927,80.804,46.5717,139.921,12569257898
219790000000,18.9912,81.8854,46.4564,122.795,12569257127
182150000000,19.0625,81.8413,46.5395,115.343,12569257126
1948000000000,19.3298,83.6653,45.6148,254.122,12569252731
114410000000,15.9796,85.6616,44.557,98.78,12569262884
130970000000,18.4971,85.3614,45.2599,103.333,12569262948
252910000000,23.2782,82.6438,46.0428,128.677,12569259091
153550000000,23.0573,82.8944,45.1649,108.959,12569262374
195700000000,22.0486,83.239,46.2774,118.135,12569260238
666900000000,18.8666,86.239,46.3903,177.773,12569252858
1836600000000,18.8837,86.267,46.3626,249.182,12569252857
776790000000,18.4103,87.8371,46.8568,187.046,12569254749
136990000000,17.7883,86.3635,44.9921,104.893,12569263023
106880000000,19.6545,89.0103,42.1191,96.564,12569264067
200220000000,22.9019,87.0617,42.4825,119.037,12569258060
843030000000,16.7831,91.0212,41.8657,192.218,12569254542
115920000000,16.5365,90.9853,41.8121,99.211,12569254540
185170000000,18.2279,90.6561,40.8809,115.975,12569260913
158070000000,15.7899,92.6235,42.1238,110.017,12569260727
1083900000000,15.8787,91.819,43.3959,209.014,12569253767
174630000000,16.4115,91.2675,43.7745,113.732,12569258444
599150000000,26.7721,93.5106,45.7509,171.537,12569255270
547970000000,27.1682,93.6905,45.2383,166.506,12569255472
118930000000,25.9421,86.7275,40.6117,100.063,12569262164
666900000000,23.4396,87.615,44.3017,177.773,12569255502
243880000000,23.5214,87.0404,43.211,127.126,12569259178
203230000000,24.5585,87.032,43.5996,119.631,12569259728
511840000000,27.733,87.0262,46.7528,162.763,12569256237
343230000000,30.6795,88.7746,43.6207,142.465,12569255215
323660000000,30.7072,88.4998,43.5451,139.704,12569255212
862600000000,28.503,89.7949,46.3383,193.694,12569254592
138500000000,28.3487,87.9106,46.3662,105.275,12569262484
668400000000,28.5874,88.3516,46.353,177.906,12569255009
194200000000,28.0675,86.8536,40.1913,117.831,12569260339
456140000000,28.4725,86.8644,42.0515,156.631,12569256286
182150000000,30.2778,86.3831,42.2234,115.343,12569259963
106880000000,30.3785,86.377,42.2186,96.564,12569259964
382370000000,30.167,86.9307,42.428,147.687,12569257615
243880000000,30.7973,90.7185,42.66,127.126,12569258844
126450000000,30.8509,92.8302,40.7185,102.131,12569263604
108390000000,28.6181,93.4684,43.7486,97.016,12569261039
623240000000,30.5251,88.1773,48.1571,173.806,12569254166
115920000000,30.6641,88.123,48.1226,99.211,12569254167
286030000000,30.7769,88.1634,48.4291,134.065,12569254169
146020000000,25.3943,92.3795,49.5611,107.149,12569261368
773780000000,26.1313,93.4895,47.2164,186.804,12569254798
508830000000,24.4508,92.1218,49.1764,162.444,12569255843
921310000000,25.0968,92.4865,49.0972,197.992,12569254470
126450000000,24.2569,92.5956,51.1249,102.131,12569263552
417000000000,26.363,91.1664,51.478,152.016,12569256686
118930000000,26.9566,90.3745,52.6202,100.063,12569262216
120430000000,28.3919,88.2047,53.5819,100.483,12569262334
114410000000,27.3639,89.2305,52.6835,98.78,12569261521
424530000000,31.1796,86.777,52.6153,152.926,12569249940
112910000000,31.1896,86.8507,52.4557,98.345,12569249939
629260000000,30.5131,86.5664,53.4412,174.364,12569249948
4242200000000,31.1998,86.6706,52.769,329.39,12569249947
162580000000,30.2205,86.6839,54.4377,111.055,12569259962
528400000000,30.8787,86.592,53.7953,164.5,12569249955
224310000000,30.7821,87.6423,59.0312,123.631,12569259881
517860000000,30.9461,87.0878,58.973,163.399,12569256232
493770000000,27.5371,86.6864,61.1531,160.826,12569256692
272480000000,30.3634,86.8337,57.8058,131.914,12569258397
180650000000,30.2431,86.8127,56.7295,115.025,12569259479
103870000000,30.2356,86.4154,54.922,95.649,12569256098
398930000000,30.2528,86.3994,54.8499,149.789,12569256099
3915600000000,30.1196,86.6165,55.7389,320.709,12569250990
225810000000,29.2458,87.6186,55.393,123.907,12569260139
102370000000,26.4738,89.5052,58.5853,95.185,12569262578
140000000000,26.1346,88.0975,61.4077,105.655,12569262430
212260000000,25.2951,87.4249,59.5736,121.377,12569259726
1023700000000,26.3152,90.4485,61.0679,205.069,12569254047
153550000000,25.5426,93.5991,61.4641,108.959,12569262005
1291600000000,24.7084,93.054,58.6861,221.595,12569253564
451620000000,26.2432,89.965,57.9402,156.113,12569256601
248390000000,25.687,90.4752,57.2802,127.906,12569259481
352270000000,18.9872,93.0102,61.8175,143.704,12569258154
102370000000,22.7055,86.9541,57.9724,95.185,12569263270
272480000000,19.7328,86.7891,48.2896,131.914,12569258362
189680000000,22.0998,91.6139,49.8006,116.911,12569260465
112910000000,20.2671,93.1812,50.2002,98.345,12569263907
200220000000,21.2047,92.4878,49.085,119.037,12569259177
317640000000,21.3155,91.1915,52.0027,138.833,12569257173
162580000000,23.1709,90.7647,51.1037,111.055,12569262061
674420000000,17.0485,92.1183,52.0315,178.439,12569255541
167100000000,18.7201,91.1618,53.3775,112.074,12569261586
412480000000,17.3341,89.9391,47.1147,151.466,12569256800
371840000000,16.0747,88.8685,48.2152,146.318,12569257262
286030000000,16.4112,88.5557,48.4083,134.065,12569258201
114410000000,17.6202,89.5968,47.4961,98.78,12569262539
403450000000,19.0831,88.7295,48.5764,150.352,12569257361
280010000000,19.5171,86.3364,47.8765,133.117,12569257654
152050000000,17.1362,85.0568,52.6403,108.602,12569262165
200220000000,18.5099,83.0139,47.4244,119.037,12569255999
267960000000,18.377,82.6388,47.5766,131.181,12569255998
114410000000,19.1339,79.8039,49.1681,98.78,12569253370
697000000000,18.9414,79.9195,48.7602,180.409,12569253369
420010000000,18.8697,80.161,48.2212,152.381,12569253368
141510000000,19.3298,78.5404,52.0318,106.033,12569262218
198710000000,22.525,78.6788,52.9755,118.738,12569260696
617220000000,22.4246,78.1552,52.7305,173.244,12569255127
117420000000,22.9147,78.9294,52.4121,99.639,12569262371
186670000000,22.8899,81.796,49.2103,116.289,12569259329
195700000000,22.6412,83.8483,50.5456,118.135,12569260509
121940000000,20.4929,85.4107,49.0681,100.9,12569258812
120430000000,20.3374,85.292,48.7992,100.483,12569258811
376350000000,21.4412,83.7889,51.8249,146.908,12569256998
6315200000000,17.2487,80.1752,55.7671,376.104,12569250264
174630000000,17.316,80.0381,57.1881,113.732,12569260659
182150000000,16.0437,79.0585,57.4118,115.343,12569259176
572060000000,18.5637,80.4827,55.7292,168.911,12569253306
371840000000,18.5756,80.098,55.8808,146.318,12569253304
100860000000,19.3508,80.2708,55.3822,94.716,12569262654
231830000000,18.9462,81.2889,62.2426,124.998,12569259547
156560000000,17.5806,80.2819,60.8685,109.667,12569260723
493770000000,20.6583,81.5772,60.5469,160.826,12569256245
127960000000,20.5835,81.7373,62.412,102.535,12569262431
228820000000,21.1847,81.8356,62.2905,124.455,12569259460
1260000000000,21.8498,81.4256,59.2923,219.772,12569253847
141510000000,22.1444,81.8107,58.9065,106.033,12569261749
135490000000,21.587,81.9335,60.7559,104.507,12569260264
228820000000,22.4856,81.7804,57.9787,124.455,12569260138
149040000000,21.2252,78.9931,54.9812,107.88,12569256529
167100000000,21.344,78.8004,54.7066,112.074,12569256528
135490000000,21.1278,80.2356,56.2004,104.507,12569247262
201720000000,21.2036,80.243,56.0551,119.334,12569247263
910770000000,20.0497,80.7387,55.7751,197.234,12569250112
8549200000000,20.1073,80.6593,55.8362,416.059,12569250114
1062800000000,20.1388,80.6661,55.7796,207.65,12569250113
191190000000,20.335,80.8214,55.881,117.219,12569250111
12989000000000,21.757,80.6358,55.4491,478.3,12569247268
260440000000,21.8692,81.0499,55.4613,129.941,12569247273
126450000000,21.6935,81.7754,55.5341,102.131,12569262062
140000000000,22.877,80.8899,55.9906,105.655,12569247272
237850000000,23.4588,80.7231,56.618,126.071,12569247292
49895000000000,23.4409,81.6559,56.3582,749.087,12569247323
221300000000,23.5048,81.8562,55.7316,123.075,12569247300
103870000000,23.7672,81.8073,55.9643,95.649,12569247321
227320000000,24.4227,81.9241,57.1326,124.181,12569247319
6074300000000,24.1487,82.0199,56.8575,371.26,12569247311
152050000000,24.3329,81.7865,57.1664,108.602,12569247318
111400000000,25.3816,78.9872,61.0841,97.906,12569261474
120430000000,27.1497,78.8624,59.498,100.483,12569264593
135490000000,26.3755,79.4753,59.7987,104.507,12569263158
275490000000,27.3383,82.9118,59.1045,132.398,12569258299
102370000000,26.6443,82.549,57.7104,95.185,12569258509
123440000000,26.7118,82.2794,57.8598,101.314,12569258508
147530000000,26.0738,83.779,58.2883,107.516,12569261417
100860000000,25.8041,82.8163,57.9402,94.716,12569262161
114410000000,25.8846,82.2241,57.5557,98.78,12569264412
146020000000,24.5158,82.8664,56.3048,107.149,12569247308
124950000000,23.8845,82.2783,55.2869,101.724,12569247296
109890000000,24.1457,82.2238,55.8444,97.463,12569247306
1973600000000,24.7057,82.1076,56.7478,255.23,12569247312
111400000000,29.8943,85.2411,58.1003,97.906,12569263900
304090000000,28.7254,83.5322,57.9869,136.83,12569258558
129470000000,28.2437,82.5001,58.3523,102.935,12569261167
170110000000,28.9748,82.2791,59.8383,112.743,12569260805
216780000000,28.2003,82.7475,59.6473,122.232,12569258169
269470000000,30.8655,85.2607,61.7379,131.426,12569258318
106880000000,31.1976,84.6649,62.0681,96.564,12569263019
1619800000000,30.5148,83.7574,61.2731,238.965,12569248423
371840000000,30.222,83.8214,61.6662,146.318,12569248420
1195300000000,29.9877,83.3637,60.7512,215.942,12569248414
24913000000000,29.9898,83.1558,60.5816,594.276,12569248412
525390000000,30.014,83.1624,60.5966,164.187,12569248413
684960000000,29.6694,82.6346,61.4025,179.364,12569248407
415490000000,30.7669,82.9344,60.0526,151.833,12569248394
1353400000000,30.802,82.4514,60.3152,225.07,12569248398
550980000000,29.7147,83.2804,60.0984,166.811,12569248411
219790000000,29.7257,83.2412,59.7713,122.795,12569248403
347750000000,29.8294,83.1213,60.1213,143.087,12569248410
